
---------- Begin Simulation Statistics ----------
simSeconds                                   0.476841                       # Number of seconds simulated (Second)
simTicks                                 476841169000                       # Number of ticks simulated (Tick)
finalTick                                476841169000                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                    696.30                       # Real time elapsed on the host (Second)
hostTickRate                                684818926                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                     724504                       # Number of bytes of host memory used (Byte)
simInsts                                    205546565                       # Number of instructions simulated (Count)
simOps                                      351508316                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   295197                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     504821                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                          1000                       # Clock period in ticks (Tick)
system.clk_domain.voltage_domain.voltage            1                       # Voltage in Volts (Volt)
system.cpu.numCycles                        476841170                       # Number of cpu cycles simulated (Cycle)
system.cpu.cpi                               2.319869                       # CPI: cycles per instruction (core level) ((Cycle/Count))
system.cpu.ipc                               0.431059                       # IPC: instructions per cycle (core level) ((Count/Cycle))
system.cpu.numWorkItemsStarted                      0                       # Number of work items this cpu started (Count)
system.cpu.numWorkItemsCompleted                    0                       # Number of work items this cpu completed (Count)
system.cpu.instsAdded                       491745522                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu.nonSpecInstsAdded                  9981402                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu.instsIssued                      412757293                       # Number of instructions issued (Count)
system.cpu.squashedInstsIssued                1295165                       # Number of squashed instructions issued (Count)
system.cpu.squashedInstsExamined            150218526                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu.squashedOperandsExamined         414754460                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu.squashedNonSpecRemoved             5608362                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu.numIssuedDist::samples           476816323                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::mean               0.865653                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::stdev              1.412131                       # Number of insts issued each cycle (Count)
system.cpu.branchPred.tage.bimodalProviderWrong          519                       # Number of times there are no hits on the TAGE tables and the bimodal prediction is wrong (Count)
system.cpu.branchPred.tage.altMatchProviderWouldHaveHit         1611                       # Number of times TAGE Longest Match is the provider, the prediction is wrong and Alt Match prediction was correct (Count)
system.cpu.branchPred.tage.longestMatchProviderWouldHaveHit       110306                       # Number of times TAGE Alt Match is the provider, the prediction is wrong and Longest Match prediction was correct (Count)
system.cpu.branchPred.tage.longestMatchProvider::0            0                       # TAGE provider for longest match (Count)
system.cpu.branchPred.tage.longestMatchProvider::1      2707257                       # TAGE provider for longest match (Count)
system.cpu.branchPred.tage.longestMatchProvider::2        59521                       # TAGE provider for longest match (Count)
system.cpu.branchPred.tage.longestMatchProvider::3       938595                       # TAGE provider for longest match (Count)
system.cpu.branchPred.tage.longestMatchProvider::4      3898500                       # TAGE provider for longest match (Count)
system.cpu.branchPred.tage.longestMatchProvider::5       258672                       # TAGE provider for longest match (Count)
system.cpu.branchPred.tage.longestMatchProvider::6      3864692                       # TAGE provider for longest match (Count)
system.cpu.branchPred.tage.longestMatchProvider::7      4426296                       # TAGE provider for longest match (Count)
system.cpu.branchPred.tage.longestMatchProvider::8       509035                       # TAGE provider for longest match (Count)
system.cpu.branchPred.tage.longestMatchProvider::9       803807                       # TAGE provider for longest match (Count)
system.cpu.branchPred.tage.longestMatchProvider::10      1286694                       # TAGE provider for longest match (Count)
system.cpu.branchPred.tage.longestMatchProvider::11       764546                       # TAGE provider for longest match (Count)
system.cpu.branchPred.tage.longestMatchProvider::12       423934                       # TAGE provider for longest match (Count)
system.cpu.branchPred.tage.longestMatchProvider::13       526410                       # TAGE provider for longest match (Count)
system.cpu.branchPred.tage.longestMatchProvider::14       253467                       # TAGE provider for longest match (Count)
system.cpu.branchPred.tage.longestMatchProvider::15       387217                       # TAGE provider for longest match (Count)
system.cpu.branchPred.tage.altMatchProvider::0      2809481                       # TAGE provider for alt match (Count)
system.cpu.branchPred.tage.altMatchProvider::1       902630                       # TAGE provider for alt match (Count)
system.cpu.branchPred.tage.altMatchProvider::2       138414                       # TAGE provider for alt match (Count)
system.cpu.branchPred.tage.altMatchProvider::3      3773200                       # TAGE provider for alt match (Count)
system.cpu.branchPred.tage.altMatchProvider::4      4057457                       # TAGE provider for alt match (Count)
system.cpu.branchPred.tage.altMatchProvider::5       832585                       # TAGE provider for alt match (Count)
system.cpu.branchPred.tage.altMatchProvider::6      3860044                       # TAGE provider for alt match (Count)
system.cpu.branchPred.tage.altMatchProvider::7       799724                       # TAGE provider for alt match (Count)
system.cpu.branchPred.tage.altMatchProvider::8       836229                       # TAGE provider for alt match (Count)
system.cpu.branchPred.tage.altMatchProvider::9       919217                       # TAGE provider for alt match (Count)
system.cpu.branchPred.tage.altMatchProvider::10       824610                       # TAGE provider for alt match (Count)
system.cpu.branchPred.tage.altMatchProvider::11       418767                       # TAGE provider for alt match (Count)
system.cpu.branchPred.tage.altMatchProvider::12       556923                       # TAGE provider for alt match (Count)
system.cpu.branchPred.tage.altMatchProvider::13       160171                       # TAGE provider for alt match (Count)
system.cpu.branchPred.tage.altMatchProvider::14       219191                       # TAGE provider for alt match (Count)
system.cpu.branchPred.tage.altMatchProvider::15            0                       # TAGE provider for alt match (Count)
system.cpu.commit.commitSquashedInsts       150216000                       # The number of squashed insts skipped by commit (Count)
system.cpu.commit.commitNonSpecStalls         4373040                       # The number of times commit has been forced to stall to communicate backwards (Count)
system.cpu.commit.branchMispredicts            181114                       # The number of times a branch was mispredicted (Count)
system.cpu.commit.numCommittedDist::samples    456999673                       # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::mean     0.769165                       # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::stdev     1.576405                       # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::underflows            0      0.00%      0.00% # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::0       329362775     72.07%     72.07% # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::1        39479373      8.64%     80.71% # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::2        30965314      6.78%     87.49% # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::3        28450714      6.23%     93.71% # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::4          363862      0.08%     93.79% # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::5        18961091      4.15%     97.94% # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::6         3419148      0.75%     98.69% # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::7            8786      0.00%     98.69% # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::8         5988610      1.31%    100.00% # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::overflows            0      0.00%    100.00% # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::min_value            0                       # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::max_value            8                       # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::total    456999673                       # Number of insts commited each cycle (Count)
system.cpu.commit.amos                              0                       # Number of atomic instructions committed (Count)
system.cpu.commit.membars                     4373040                       # Number of memory barriers committed (Count)
system.cpu.commit.functionCalls                166530                       # Number of function calls committed. (Count)
system.cpu.commit.committedInstType_0::No_OpClass          629      0.00%      0.00% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::IntAlu    244078416     69.44%     69.44% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::IntMult      1567327      0.45%     69.88% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::IntDiv        77315      0.02%     69.91% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::FloatAdd          328      0.00%     69.91% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::FloatCmp            0      0.00%     69.91% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::FloatCvt            0      0.00%     69.91% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::FloatMult            0      0.00%     69.91% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::FloatMultAcc            0      0.00%     69.91% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::FloatDiv            0      0.00%     69.91% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::FloatMisc            0      0.00%     69.91% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::FloatSqrt            0      0.00%     69.91% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdAdd            0      0.00%     69.91% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdAddAcc            0      0.00%     69.91% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdAlu         1602      0.00%     69.91% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdCmp            0      0.00%     69.91% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdCvt         1814      0.00%     69.91% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdMisc         3230      0.00%     69.91% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdMult            0      0.00%     69.91% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdMultAcc            0      0.00%     69.91% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdMatMultAcc            0      0.00%     69.91% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdShift            0      0.00%     69.91% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdShiftAcc            0      0.00%     69.91% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdDiv            0      0.00%     69.91% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdSqrt            0      0.00%     69.91% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdFloatAdd            0      0.00%     69.91% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdFloatAlu            0      0.00%     69.91% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdFloatCmp            0      0.00%     69.91% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdFloatCvt            0      0.00%     69.91% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdFloatDiv            0      0.00%     69.91% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdFloatMisc            0      0.00%     69.91% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdFloatMult            0      0.00%     69.91% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdFloatMultAcc            0      0.00%     69.91% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdFloatMatMultAcc            0      0.00%     69.91% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdFloatSqrt            0      0.00%     69.91% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdReduceAdd            0      0.00%     69.91% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdReduceAlu            0      0.00%     69.91% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdReduceCmp            0      0.00%     69.91% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdFloatReduceAdd            0      0.00%     69.91% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdFloatReduceCmp            0      0.00%     69.91% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdAes            0      0.00%     69.91% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdAesMix            0      0.00%     69.91% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdSha1Hash            0      0.00%     69.91% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdSha1Hash2            0      0.00%     69.91% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdSha256Hash            0      0.00%     69.91% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdSha256Hash2            0      0.00%     69.91% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdShaSigma2            0      0.00%     69.91% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdShaSigma3            0      0.00%     69.91% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdPredAlu            0      0.00%     69.91% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::Matrix            0      0.00%     69.91% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::MatrixMov            0      0.00%     69.91% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::MatrixOP            0      0.00%     69.91% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::MemRead     68069707     19.37%     89.27% # Class of committed instruction (Count)
