
---------- Begin Simulation Statistics ----------
simSeconds                                   2.100039                       # Number of seconds simulated (Second)
simTicks                                 2100038861000                       # Number of ticks simulated (Tick)
finalTick                                2100038861000                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                   3211.55                       # Real time elapsed on the host (Second)
hostTickRate                                653902633                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                     724400                       # Number of bytes of host memory used (Byte)
simInsts                                    880203014                       # Number of instructions simulated (Count)
simOps                                     1500247247                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   274074                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     467142                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                          1000                       # Clock period in ticks (Tick)
system.clk_domain.voltage_domain.voltage            1                       # Voltage in Volts (Volt)
system.cpu.numCycles                       2100038862                       # Number of cpu cycles simulated (Cycle)
system.cpu.cpi                               2.385857                       # CPI: cycles per instruction (core level) ((Cycle/Count))
system.cpu.ipc                               0.419137                       # IPC: instructions per cycle (core level) ((Count/Cycle))
system.cpu.numWorkItemsStarted                      0                       # Number of work items this cpu started (Count)
system.cpu.numWorkItemsCompleted                    0                       # Number of work items this cpu completed (Count)
system.cpu.instsAdded                      2240052074                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu.nonSpecInstsAdded                 42696503                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu.instsIssued                     1822953415                       # Number of instructions issued (Count)
system.cpu.squashedInstsIssued                5573926                       # Number of squashed instructions issued (Count)
system.cpu.squashedInstsExamined            782501324                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu.squashedOperandsExamined        2134314089                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu.squashedNonSpecRemoved            23990585                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu.numIssuedDist::samples          2100012675                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::mean               0.868068                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::stdev              1.423737                       # Number of insts issued each cycle (Count)
system.cpu.branchPred.tage.bimodalAltMatchProviderWrong           26                       # Number of times TAGE Alt Match is the bimodal and it is the provider and the prediction is wrong (Count)
system.cpu.branchPred.tage.bimodalProviderWrong          475                       # Number of times there are no hits on the TAGE tables and the bimodal prediction is wrong (Count)
system.cpu.branchPred.tage.altMatchProviderWouldHaveHit        70438                       # Number of times TAGE Longest Match is the provider, the prediction is wrong and Alt Match prediction was correct (Count)
system.cpu.branchPred.tage.longestMatchProviderWouldHaveHit         1757                       # Number of times TAGE Alt Match is the provider, the prediction is wrong and Longest Match prediction was correct (Count)
system.cpu.branchPred.tage.longestMatchProvider::0            0                       # TAGE provider for longest match (Count)
system.cpu.branchPred.tage.longestMatchProvider::1            0                       # TAGE provider for longest match (Count)
system.cpu.branchPred.tage.longestMatchProvider::2      1879854                       # TAGE provider for longest match (Count)
system.cpu.branchPred.tage.longestMatchProvider::3            0                       # TAGE provider for longest match (Count)
system.cpu.branchPred.tage.longestMatchProvider::4          848                       # TAGE provider for longest match (Count)
system.cpu.branchPred.tage.longestMatchProvider::5            0                       # TAGE provider for longest match (Count)
system.cpu.branchPred.tage.longestMatchProvider::6        74925                       # TAGE provider for longest match (Count)
system.cpu.branchPred.tage.longestMatchProvider::7      2730297                       # TAGE provider for longest match (Count)
system.cpu.branchPred.tage.longestMatchProvider::8        51859                       # TAGE provider for longest match (Count)
system.cpu.branchPred.tage.longestMatchProvider::9        45052                       # TAGE provider for longest match (Count)
system.cpu.branchPred.tage.longestMatchProvider::10      1831496                       # TAGE provider for longest match (Count)
system.cpu.branchPred.tage.longestMatchProvider::11       266677                       # TAGE provider for longest match (Count)
system.cpu.branchPred.tage.longestMatchProvider::12      6288592                       # TAGE provider for longest match (Count)
system.cpu.branchPred.tage.longestMatchProvider::13       917062                       # TAGE provider for longest match (Count)
system.cpu.branchPred.tage.longestMatchProvider::14       236399                       # TAGE provider for longest match (Count)
system.cpu.branchPred.tage.longestMatchProvider::15      8702851                       # TAGE provider for longest match (Count)
system.cpu.branchPred.tage.longestMatchProvider::16       585033                       # TAGE provider for longest match (Count)
system.cpu.branchPred.tage.longestMatchProvider::17       433485                       # TAGE provider for longest match (Count)
system.cpu.branchPred.tage.longestMatchProvider::18     11671073                       # TAGE provider for longest match (Count)
system.cpu.branchPred.tage.longestMatchProvider::19      1061039                       # TAGE provider for longest match (Count)
system.cpu.branchPred.tage.longestMatchProvider::20      9086730                       # TAGE provider for longest match (Count)
system.cpu.branchPred.tage.longestMatchProvider::21            0                       # TAGE provider for longest match (Count)
system.cpu.branchPred.tage.longestMatchProvider::22      1617522                       # TAGE provider for longest match (Count)
system.cpu.branchPred.tage.longestMatchProvider::23            0                       # TAGE provider for longest match (Count)
system.cpu.branchPred.tage.longestMatchProvider::24      1234830                       # TAGE provider for longest match (Count)
system.cpu.branchPred.tage.longestMatchProvider::25            0                       # TAGE provider for longest match (Count)
system.cpu.branchPred.tage.longestMatchProvider::26      1420314                       # TAGE provider for longest match (Count)
system.cpu.branchPred.tage.longestMatchProvider::27            0                       # TAGE provider for longest match (Count)
system.cpu.branchPred.tage.longestMatchProvider::28      2764350                       # TAGE provider for longest match (Count)
system.cpu.branchPred.tage.longestMatchProvider::29            0                       # TAGE provider for longest match (Count)
system.cpu.branchPred.tage.longestMatchProvider::30      2369886                       # TAGE provider for longest match (Count)
system.cpu.branchPred.tage.altMatchProvider::0      4592591                       # TAGE provider for alt match (Count)
system.cpu.branchPred.tage.altMatchProvider::1            0                       # TAGE provider for alt match (Count)
system.cpu.branchPred.tage.altMatchProvider::2        87715                       # TAGE provider for alt match (Count)
system.cpu.branchPred.tage.altMatchProvider::3            0                       # TAGE provider for alt match (Count)
system.cpu.branchPred.tage.altMatchProvider::4        12608                       # TAGE provider for alt match (Count)
system.cpu.branchPred.tage.altMatchProvider::5            0                       # TAGE provider for alt match (Count)
system.cpu.branchPred.tage.altMatchProvider::6        63131                       # TAGE provider for alt match (Count)
system.cpu.branchPred.tage.altMatchProvider::7      1988266                       # TAGE provider for alt match (Count)
system.cpu.branchPred.tage.altMatchProvider::8        46960                       # TAGE provider for alt match (Count)
system.cpu.branchPred.tage.altMatchProvider::9        91137                       # TAGE provider for alt match (Count)
system.cpu.branchPred.tage.altMatchProvider::10      6429058                       # TAGE provider for alt match (Count)
system.cpu.branchPred.tage.altMatchProvider::11       341580                       # TAGE provider for alt match (Count)
system.cpu.branchPred.tage.altMatchProvider::12      8842669                       # TAGE provider for alt match (Count)
system.cpu.branchPred.tage.altMatchProvider::13      2237513                       # TAGE provider for alt match (Count)
system.cpu.branchPred.tage.altMatchProvider::14       273974                       # TAGE provider for alt match (Count)
system.cpu.branchPred.tage.altMatchProvider::15     11902306                       # TAGE provider for alt match (Count)
system.cpu.branchPred.tage.altMatchProvider::16       386071                       # TAGE provider for alt match (Count)
system.cpu.branchPred.tage.altMatchProvider::17       477044                       # TAGE provider for alt match (Count)
system.cpu.branchPred.tage.altMatchProvider::18      8634472                       # TAGE provider for alt match (Count)
system.cpu.branchPred.tage.altMatchProvider::19       557767                       # TAGE provider for alt match (Count)
system.cpu.branchPred.tage.altMatchProvider::20       967080                       # TAGE provider for alt match (Count)
system.cpu.branchPred.tage.altMatchProvider::21            0                       # TAGE provider for alt match (Count)
system.cpu.branchPred.tage.altMatchProvider::22      1853100                       # TAGE provider for alt match (Count)
system.cpu.branchPred.tage.altMatchProvider::23            0                       # TAGE provider for alt match (Count)
system.cpu.branchPred.tage.altMatchProvider::24      1020650                       # TAGE provider for alt match (Count)
system.cpu.branchPred.tage.altMatchProvider::25            0                       # TAGE provider for alt match (Count)
system.cpu.branchPred.tage.altMatchProvider::26      2701397                       # TAGE provider for alt match (Count)
system.cpu.branchPred.tage.altMatchProvider::27            0                       # TAGE provider for alt match (Count)
system.cpu.branchPred.tage.altMatchProvider::28      1763085                       # TAGE provider for alt match (Count)
system.cpu.branchPred.tage.altMatchProvider::29            0                       # TAGE provider for alt match (Count)
system.cpu.branchPred.tage.altMatchProvider::30            0                       # TAGE provider for alt match (Count)
system.cpu.commit.commitSquashedInsts       782498923                       # The number of squashed insts skipped by commit (Count)
system.cpu.commit.commitNonSpecStalls        18705918                       # The number of times commit has been forced to stall to communicate backwards (Count)
system.cpu.commit.branchMispredicts            764627                       # The number of times a branch was mispredicted (Count)
system.cpu.commit.numCommittedDist::samples   1997208467                       # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::mean     0.751172                       # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::stdev     1.573257                       # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::underflows            0      0.00%      0.00% # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::0      1438351720     72.02%     72.02% # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::1       199519536      9.99%     82.01% # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::2       125440171      6.28%     88.29% # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::3       110806037      5.55%     93.84% # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::4         1556358      0.08%     93.91% # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::5        76569793      3.83%     97.75% # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::6        12667432      0.63%     98.38% # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::7         6029091      0.30%     98.68% # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::8        26268329      1.32%    100.00% # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::overflows            0      0.00%    100.00% # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::min_value            0                       # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::max_value            8                       # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::total   1997208467                       # Number of insts commited each cycle (Count)
system.cpu.commit.amos                              0                       # Number of atomic instructions committed (Count)
system.cpu.commit.membars                    18705918                       # Number of memory barriers committed (Count)
system.cpu.commit.functionCalls                705420                       # Number of function calls committed. (Count)
system.cpu.commit.committedInstType_0::No_OpClass          651      0.00%      0.00% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::IntAlu   1037766316     69.17%     69.17% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::IntMult      6704175      0.45%     69.62% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::IntDiv       328545      0.02%     69.64% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::FloatAdd          336      0.00%     69.64% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::FloatCmp            0      0.00%     69.64% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::FloatCvt            0      0.00%     69.64% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::FloatMult            0      0.00%     69.64% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::FloatMultAcc            0      0.00%     69.64% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::FloatDiv            0      0.00%     69.64% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::FloatMisc            0      0.00%     69.64% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::FloatSqrt            0      0.00%     69.64% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdAdd            0      0.00%     69.64% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdAddAcc            0      0.00%     69.64% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdAlu         1686      0.00%     69.64% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdCmp            6      0.00%     69.64% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdCvt         1936      0.00%     69.64% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdMisc         3356      0.00%     69.64% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdMult            0      0.00%     69.64% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdMultAcc            0      0.00%     69.64% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdMatMultAcc            0      0.00%     69.64% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdShift            0      0.00%     69.64% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdShiftAcc            0      0.00%     69.64% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdDiv            0      0.00%     69.64% # Class of committed instruction (Count)
